"Id","SalePrice"
1461,119839.64374383
1462,153276.455613491
1463,180597.018573913
1464,190514.059122744
1465,197179.632115433
1466,177873.848636385
1467,171748.643184156
1468,168472.610393882
1469,189458.895340339
1470,122518.927370225
1471,199158.186481318
1472,97748.2137322679
1473,99774.0672321413
1474,150290.81447701
1475,115384.099278352
1476,388078.305448511
1477,249216.96328861
1478,306054.461496093
1479,298708.004786667
1480,459513.023076835
1481,302111.968945183
1482,208576.274657532
1483,182323.899803946
1484,170342.390053849
1485,180012.417666134
1486,197223.530453807
1487,314330.001697179
1488,230946.025881081
1489,205402.11024797
1490,242047.903082997
1491,197148.597127986
1492,96059.5697956401
1493,182190.471004864
1494,291515.640327423
1495,290848.882739998
1496,247752.949703048
1497,181109.079672015
1498,162686.628213291
1499,159920.052136023
1500,160336.459679792
1501,178932.94687599
1502,159952.05867865
1503,281650.416870724
1504,229453.449020845
1505,221017.232701301
1506,181678.162017331
1507,244472.403212716
1508,195397.838792857
1509,157334.073864177
1510,144316.76370141
1511,145137.267775358
1512,169486.162201232
1513,145440.461076431
1514,150133.418944959
1515,202284.81514838
1516,157440.255528802
1517,170043.048742808
1518,129636.897926043
1519,221807.808760314
1520,134145.789874444
1521,137123.413103624
1522,171509.27943243
1523,112891.96420632
1524,120347.153212054
1525,120951.817516884
1526,114227.655222499
1527,107900.967822736
1528,130448.673007693
1529,144223.266445777
1530,179491.392311868
1531,131771.913272331
1532,99587.2945323349
1533,142829.096262996
1534,120298.316271777
1535,153258.924418483
1536,112519.4393745
1537,83634.5234398377
1538,157030.215205079
1539,192567.661213499
1540,117646.315928891
1541,134474.621120318
1542,139337.305859032
1543,188592.970463898
1544,86386.7064096019
1545,108940.770308925
1546,129620.73491476
1547,131278.567235931
1548,129790.339001463
1549,115015.266952773
1550,136990.182270363
1551,117648.793331066
1552,148486.504831527
1553,135041.456027862
1554,121287.52996064
1555,169346.214969302
1556,90938.3644854581
1557,109023.761641129
1558,106172.094315544
1559,100721.983172821
1560,138015.040242457
1561,139118.917798713
1562,123851.548466381
1563,120742.214664712
1564,161836.028772192
1565,153695.806437383
1566,225154.202199881
1567,83330.2362980893
1568,220721.312777737
1569,147336.610465354
1570,138730.145669818
1571,123831.544939483
1572,142973.055806986
1573,245161.598912174
1574,129542.673214611
1575,232831.721543473
1576,240199.182536199
1577,192864.1661807
1578,140570.60888087
1579,141167.269599728
1580,187904.685767737
1581,143428.974473337
1582,124180.969342493
1583,291223.573354465
1584,230260.529462096
1585,139888.51878536
1586,71969.3760744759
1587,103520.285793158
1588,152547.17467278
1589,107176.649629679
1590,134466.419596517
1591,94835.6183039747
1592,132647.730627748
1593,121513.784068087
1594,128573.619781612
1595,116151.433318467
1596,218869.95076441
1597,177457.883448648
1598,196304.739523788
1599,186773.9115188
1600,180897.316947932
1601,69169.4835535732
1602,112376.291700703
1603,93153.3960737481
1604,287672.862694594
1605,241701.099520634
1606,164651.124720353
1607,168705.931693424
1608,216887.34564696
1609,193763.773225406
1610,157410.277097394
1611,147568.477075413
1612,191125.253604436
1613,167638.990780127
1614,131389.907113651
1615,89891.0082524348
1616,80007.2414907812
1617,89601.7375086935
1618,119710.240956013
1619,134793.472370652
1620,169757.111222183
1621,139471.44234461
1622,141384.61516357
1623,261150.271537807
1624,221277.483038825
1625,119230.449027
1626,170171.072417415
1627,186724.22597445
1628,274989.236865954
1629,178504.513460793
1630,335407.276917134
1631,213981.468277495
1632,237023.772921413
1633,176029.033795344
1634,187959.423154637
1635,178340.121628884
1636,160047.822346036
1637,185677.048036805
1638,198629.366660202
1639,182722.264658613
1640,240847.233203257
1641,182028.579631375
1642,238461.086914748
1643,220479.236103116
1644,227087.367671033
1645,191269.577132653
1646,157084.642478916
1647,159339.58769367
1648,133147.225076424
1649,134957.854824884
1650,116730.438237197
1651,119804.946740999
1652,97951.9670007988
1653,99757.7876649156
1654,147650.960758158
1655,138892.900822979
1656,142823.465181165
1657,147938.021901779
1658,152089.349540859
1659,120776.652606075
1660,158327.683847132
1661,424161.131100788
1662,361051.917508614
1663,366181.463682867
1664,456925.440528523
1665,325746.193728549
1666,329081.930273737
1667,346800.911340328
1668,345937.262934333
1669,308451.302369188
1670,346396.753296935
1671,258920.022702786
1672,414335.500975876
1673,288059.906339557
1674,246332.835113543
1675,199278.298682464
1676,201571.908951911
1677,213596.693992615
1678,449121.777785601
1679,370909.123644406
1680,340810.244101808
1681,280077.472039482
1682,313086.013117412
1683,196892.161199448
1684,176745.352442969
1685,177167.60193032
1686,172942.538655488
1687,176702.341302372
1688,194974.22412844
1689,195076.439842761
1690,190650.408955066
1691,182809.511406812
1692,266911.035678639
1693,174423.313128484
1694,180880.345418489
1695,165699.600579681
1696,263189.770476732
1697,168178.188489091
1698,322117.961861147
1699,301060.688773196
1700,260324.673012931
1701,272022.91256508
1702,240715.438647123
1703,241507.259224055
1704,270581.372743471
1705,246366.073928521
1706,426086.676802061
1707,233286.68998751
1708,206213.710570475
1709,256866.717131644
1710,221332.751395509
1711,277208.261131754
1712,257304.191344824
1713,270707.237847316
1714,217920.078724164
1715,201439.4325486
1716,176802.773249101
1717,166657.602029814
1718,131636.720318034
1719,211195.768845112
1720,235900.777625833
1721,162185.729958886
1722,125467.875351101
1723,153129.12250944
1724,216011.533073907
1725,230999.041213444
1726,188944.822449573
1727,166064.450983412
1728,179587.890432771
1729,164040.451543393
1730,158074.232291948
1731,118840.803552758
1732,124265.848973882
1733,118409.781795084
1734,121153.527263149
1735,130479.167754014
1736,112239.228454637
1737,286394.735650876
1738,239887.748793646
1739,257011.174353831
1740,227148.781528919
1741,196267.458087651
1742,173143.338748534
1743,173491.944016554
1744,302865.535242883
1745,209882.851646681
1746,212719.596309482
1747,211680.362698745
1748,215133.770605187
1749,156904.210678718
1750,139288.090397939
1751,227444.604441204
1752,119038.325596687
1753,147280.474334606
1754,194646.879872263
1755,171562.720098581
1756,121423.290916049
1757,116316.946053369
1758,153770.648853304
1759,163196.26166686
1760,160426.269327393
1761,153353.592711322
1762,180889.920721041
1763,177281.269254377
1764,114340.346116001
1765,176071.58885909
1766,176928.29024585
1767,209096.493138427
1768,141267.018370192
1769,166059.481423206
1770,144513.470906787
1771,128469.619428027
1772,135472.27850874
1773,127185.597676277
1774,150741.229052214
1775,132425.864805725
1776,122607.651643855
1777,110531.786488962
1778,137894.741069998
1779,116171.64097366
1780,170718.779835965
1781,127340.618610961
1782,89703.1283242484
1783,135174.953146068
1784,106255.478931902
1785,126779.403614087
1786,142046.212513513
1787,165859.74042696
1788,63558.0905502085
1789,107585.990378428
1790,81678.5575876971
1791,187618.257259748
1792,152135.134208763
1793,138102.997593897
1794,150224.458284377
1795,136569.267839946
1796,139927.031142423
1797,121608.518718442
1798,125117.860885893
1799,106953.287627525
1800,132515.953047115
1801,124960.824870443
1802,131125.316340879
1803,154897.453936496
1804,138014.908265822
1805,136623.978107842
1806,123986.850939153
1807,137266.314086111
1808,122349.269445649
1809,117524.171953092
1810,142343.400552346
1811,97605.6578464401
1812,101796.231072848
1813,120118.44210113
1814,93737.8856009104
1815,61741.1880828225
1816,101448.101640617
1817,125738.895078236
1818,157741.694252678
1819,139760.081570539
1820,75954.6966864064
1821,111315.173861985
1822,145788.606169062
1823,53756.921119451
1824,134894.800665131
1825,137257.268969287
1826,107805.998657489
1827,102848.086043217
1828,134596.437089534
1829,123277.864020145
1830,137750.574824998
1831,148625.934477592
1832,92645.5556478749
1833,140200.434382393
1834,127917.108465137
1835,129361.436421161
1836,127106.392006181
1837,85356.5850534056
1838,117390.61937595
1839,97626.7776406579
1840,140790.176024852
1841,139119.791129441
1842,95743.4416912493
1843,135638.5473444
1844,149248.81393738
1845,146299.040289984
1846,149642.5867533
1847,169856.642946511
1848,48641.9021689442
1849,114177.780172991
1850,120626.257738857
1851,156564.544629309
1852,128031.113452948
1853,138556.89784818
1854,166561.434688357
1855,161562.58590734
1856,221796.971074626
1857,166768.85724802
1858,140859.685208901
1859,117713.494014641
1860,150121.754121128
1861,116611.991746541
1862,280280.197894722
1863,273236.189930404
1864,273242.010713919
1865,356518.88286931
1866,341847.930548677
1867,225825.813857991
1868,294105.250062295
1869,202287.73199007
1870,222400.240038694
1871,263653.202970116
1872,177785.305819404
1873,229423.032680855
1874,140967.871137536
1875,195964.653315929
1876,193449.924923936
1877,212591.926960284
1878,209598.174954512
1879,131632.500498584
1880,131464.720100483
1881,240053.846759243
1882,245320.009464744
1883,195508.455628459
1884,205412.339081763
1885,245404.765827432
1886,294480.47527304
1887,212912.96514224
1888,260417.290971791
1889,176147.723140329
1890,124080.036205275
1891,143317.261950657
1892,104532.586189796
1893,132337.025088163
1894,124427.520202335
1895,146380.643096312
1896,128100.02648734
1897,122537.561095225
1898,122987.403117847
1899,158770.750464213
1900,150156.680823638
1901,162518.670406203
1902,148898.546472967
1903,200056.815180382
1904,145728.800714574
1905,189409.377533444
1906,159125.880182265
1907,206748.335388348
1908,117313.82495888
1909,139673.366340397
1910,124581.227953882
1911,203640.179375479
1912,289031.086041713
1913,152667.725350681
1914,73146.1492062912
1915,343654.686902137
1916,71038.7230162069
1917,247587.069949016
1918,139296.705342594
1919,165970.429659403
1920,163532.971322261
1921,387338.480663054
1922,327768.86435029
1923,210871.745664466
1924,223139.511592341
1925,208625.00199767
1926,374579.066077631
1927,134164.942866871
1928,159875.887167296
1929,124462.569499437
1930,137434.1266936
1931,144771.385357216
1932,140185.145507104
1933,190669.822846073
1934,180638.07224082
1935,172065.479370415
1936,194759.110509828
1937,180540.31392856
1938,175720.95875428
1939,265505.186868009
1940,197292.832759654
1941,173165.129615902
1942,184666.575375143
1943,219229.614983527
1944,348915.172808502
1945,378671.565252546
1946,156883.610554707
1947,332193.881950872
1948,165444.998727399
1949,241052.779903633
1950,178976.16252086
1951,246057.441722604
1952,219779.820854137
1953,172020.565726674
1954,193146.216149388
1955,131113.434348414
1956,274594.205590234
1957,161017.429925223
1958,282515.815659586
1959,141474.657347236
1960,115557.284883824
1961,116765.078193487
1962,99668.1403335709
1963,105716.339745772
1964,109734.694890128
1965,140517.603245434
1966,136559.639097174
1967,291470.213471411
1968,399462.091881689
1969,382371.106724128
1970,401971.340379636
1971,412156.296432125
1972,352183.421736639
1973,282402.94633425
1974,325752.442531672
1975,472925.14456185
1976,271030.436520528
1977,352163.321523479
1978,344033.805444359
1979,325157.616249118
1980,202036.791794304
1981,352911.882915028
1982,220626.863835635
1983,210829.278316787
1984,179505.587886665
1985,219458.227953602
1986,207689.831707134
1987,199129.561126712
1988,179788.80401496
1989,195125.974623304
1990,215578.396052998
1991,221020.394698701
1992,219220.419912552
1993,175227.967011283
1994,232049.547824868
1995,182435.707695557
1996,272457.923111115
1997,326643.710771664
1998,321876.642103732
1999,282323.942166749
2000,296991.841092654
2001,280396.395612479
2002,251218.379088596
2003,249914.892930756
2004,272301.959458372
2005,234676.990208938
2006,217837.557819054
2007,247903.272301477
2008,214454.091429675
2009,195155.216048489
2010,197187.877312114
2011,136791.431401425
2012,181001.669854471
2013,184531.900947204
2014,191509.904667946
2015,201895.294799513
2016,194157.398182236
2017,196437.686261774
2018,121874.189392553
2019,131669.893776041
2020,103874.43664238
2021,105905.848983304
2022,174189.228780933
2023,150347.365656991
2024,266195.711881394
2025,331982.180814137
2026,177107.292443693
2027,154909.014468716
2028,155984.145429598
2029,169703.335205881
2030,264149.910599717
2031,236168.449026158
2032,256902.709087352
2033,250864.37456102
2034,168710.483548036
2035,209987.053517744
2036,188220.984574178
2037,191486.306120476
2038,293982.426827181
2039,209993.648740248
2040,291044.350205389
2041,273009.423635282
2042,204353.499133657
2043,165200.236781927
2044,173886.685026063
2045,200545.132391098
2046,137337.204507488
2047,145414.858457222
2048,132520.88272982
2049,137402.280695324
2050,172820.206789647
2051,106249.032881866
2052,123911.009590292
2053,140590.320640446
2054,93057.0434663416
2055,162650.26236836
2056,143393.89103497
2057,118518.563550873
2058,216110.861351962
2059,135185.884533159
2060,160684.248984547
2061,174666.186144963
